word,chinese_translation,frequency_18901,review_count_18901,example_context
behold,behold (动词),15,15,"review_5774556c09bbc1be688a53eb :: From the time we booked online - our 5 Islands Experience - to the end of the trip, it was nothing but an amazing experience.  Eric is passionate about his business, his dream, his..."
windshield,windshield (名词),15,15,review_fcf7b4d643652f8a8a8bbfa1 :: The biplane island tour was the highlight of our weeks vacation!  The service was great and the plane is awesome.  It's a great way to see the whole island.  It rained a little bit...
caves,caves (名词),15,14,review_3c1819d661b1fd886e28696f :: Jst got off the plane and I could not wait to review K2. We had a wonderful experience today flying over Denali. The flight felt very safe and warm. I did not even have to wear my ...
mechanical,mechanical (形容词),15,13,"review_cfbf25a0b1a3bc09ef2b51e5 :: Michelle took good care of the three of us!  I'm an aviation expert with decades of engineering and mechanical, as well as airlines experience.  This team is bar none the best!  Al..."
appointment,appointment (名词),15,15,"review_7f01b81dff099d019e1ee018 :: Great experience gret pilot, it s really woth it . 
I recommand you to try it its really worrh it. I was late to
My appointment but they waited for me really great service..."
preparation,preparation (名词),15,15,review_d3ea10a2f882a66081adf7f9 :: My experience with Talkeetna Air Taxi was awesome! I booked short notice for the 4th of July holiday and the staff was extremely friendly and accommodating. Big kudos to Heidi for ...
vertical,vertical (名词),15,15,"review_3e469416bd13abffef6fc1f2 :: First of all the scenery is an 11 out of 10. Just stunning. You fly through mountain passes with granite faces, waterfalls, thick forests, lakes and land in a pristine fjord. It’s ..."
assistance,assistance (名词),15,15,review_6714774a25850fca638ae837 :: I traveled to Alaska for a marathon & brought my 82 year young Mom with me to show her the beauty of Alaska. Seeing Denali is a must see because of its sheer size & beauty. Traveli...
bryan,bryan (名词),15,14,"review_995ca5e901e414eab02045ed :: Our tour guide, Bryan (?) was incredible!
He made it a point to give us equal views of the mountain no matter what seat we were in :)
The flight was extrememly smooth, no turbulenc..."
public,public (名词),15,11,"review_da5fbbe85f107bb817a4d119 :: It was a nice calm day, like no wind at all so it went smoothly.  We did a shorter flight.  Our favorite thing was seeing a Momma black bear with her 2 baby cubs.  Only bad thing w..."
essential,essential (名词),15,15,review_65a79e7bd73342c3b9cb8ff0 :: Seeing the Grand Canyon from the air is essential to get an overall sense of the vastness and majesty of the canyon. We chose the plane instead of a helicopter because it was going...
obstructed,obstructed (动词),15,15,review_f553c5dae2b28eb8b06e5dfa :: I found this experience very disappointing. Seating aboard the helicopter is determined by your weight. If you are on the right side of the helicopter you will get a good view. I s...
registration,registration (名词),15,15,"review_a5508b6b99f2ec47c5b8d94d :: Our trip to Alaska wouldn’t be the same if we hadn’t had the experience of flying over Denali National park and landing on a glacier at the foot of Mt. Denali.
Everything was top n..."
volcanoes,volcanoes (名词),15,14,"review_1ae9e63e51fd1de7e2f6944b :: I loved the experience! Great service and incredible views. Many waterfalls, volcanoes, different Islands….  So worth it!..."
davis,davis (名词),15,14,"review_b62417d9a4faf6d1958901cc :: View was amazing. Davis was a incredible, knowledgeable tour guide. I would highly recommend him. The flight over the Columbia Gorge was amazing...."
theme,theme (名词),15,15,"review_f5091237ed3104f1fc6ba17f :: Exciting adventure is what you seek? This is the one to book folks!  While on a cruise to Alaska in September, my husband and I chose the Taquan Air Misty Fjords Floatplane Tour.  ..."
lining,lining (名词),15,15,"review_276e01263455345c8412f209 :: Our pilot guide had prepared an unforgettable journey for us adding history narrative to give our experience depth and texture.  We watched as he revealed features, landmarks and w..."
thoughts,thoughts (名词),15,14,review_46d68288913e3487fbbd1237 :: Such beautiful scenery!  Such a wonderful company - full of people who seem to love their jobs and take really good and friendly care of their customers.  Went up over Misty Fjords...
kauaii,kauaii,15,7,"review_73b85c423bee4c80734eef78 :: Our experience could not have been any better: great people, perfect weather, a smooth flight and the most amazing views of Kauaii from the air. I was able to take amazing pictures..."
shiloh,shiloh (名词),14,10,"review_c018cd222a56660883c687cb :: this was our second time to fly  talkeetna air,   first time we took a flight seeing, this time we landed on the glacier, it was the most amazing feeling i could imagine, there wer..."
chatter,chatter (名词),14,14,"review_0d2669681f75c56049d4fa85 :: Booked the 45-min private air tour with my teen. The airport was easy to find with plenty of parking. We arrived 30 min early as directed, but the tour ahead of ours was running la..."
army,army (名词),14,12,"review_baf570f39f8e17f9e358c9b7 :: I am retired US Army and have flown on helicopters numerous times; however, my wife had never flown in a helicopter.  I was somewhat concerned, especially since she also often suff..."
anna,anna (名词),14,8,"review_a9a2978859dcec4bd281c9bd :: Bruce and Ellen make you feel at ease and at home. Extremely courteous and welcoming.
Bruce was very personable in the plane and gave a lot of info about the island, it's vegetatio..."
considerably,considerably (副词),14,14,review_f787dda90cfab2700bde4a08 :: Amazing Views of the surrounding area!! Found out at hotel pick up  we wouldn't be able to land on the glacier due to extreme fog.  Disappointed but understand they can't control t...
overpriced,overpriced (动词),14,14,"review_6ddfeb26690a6278386a224a :: Short version: amateur, unprofessional, overpriced, uncomfortable, rude, terrible experience. Spend the extra money and take a he'll ride, or at least use a different plane ride pr..."
eastern,eastern (形容词),14,14,"review_a26ee03866e1d2424ecf4c1e :: Beautiful afternoon flight on a gorgeous day in Seattle. Excellent pilot. Amazing views of Seattle, northwest coastline, eastern mountain range, Olympic Mountains and San Juan Isla..."
tag,tag (名词),14,14,"review_7de314c9f8f75a3978451ae4 :: While the flight was safe and we did see what was expected, we were really disappointed overall. When I asked to use the bathroom they explained their bathroom was out of service a..."
united,united (动词),14,12,"review_5ceaa173c8283b0b717fc43c :: Experiencing the vastness & the awesome Denali & the Alaska Range was one of the most incredible experiences ever! Our pilot, Samuel, was so professional & intelligent, & an excell..."
anchor,anchor (名词),14,14,review_8b58dc6062f6cf7412c698d5 :: J.T. was our pilot and was extremely good.  He made the flight even more special by his background music during the flight!  The beauty of the island is magnificent by air and bein...
lou,lou,14,10,"review_15e3ad65c49044c86ed619d9 :: We took our Denali flight seeing tour on July 1.   Lou was a fabulous pilot and very experienced climber.  We had amazing views of the mountains, glaciers and park areas.  He did s..."
aaa,aaa (名词),14,13,review_fd07699d83d17455c93ccce2 :: We did the Denali Flight Seeing Grand Tour with Glacier Landing on July 6th. This was an excellent trip in all aspects. The reservation process via telephone went very smoothly; th...
crossed,crossed (动词),14,14,"review_69a88b0a20471a42251acb60 :: All I can say is, WOW!!! What an absolutely amazing experience. We were blessed with clear weather and gorgeous views right from takeoff. Our pilot, Billy, was so knowledgeable and..."
permitting,permitting (动词),14,14,"review_b8f6ea0caf5eee22836e6293 :: Talkeetna is the only commercial airport in Denali National Park from where commercial flights are available for viewing Denali mountain range fairly closely. Weather permitting, t..."
backdrop,backdrop (名词),14,14,review_d7ffb49ab02d851a2f2e61d6 :: This was an excursion booked through Holland America Cruise Lines and our first time on a floatplane.  Our pilot Jim was filling in for one of the regular pilots due to the increas...
storms,storms (名词),14,14,review_5115b1af2617860724d7db16 :: We did the Misty Fjords floatplane trip as part of a Princess cruise option package and it came with glowing recommendations. Conditions very wet with low cloud and storms but we d...
status,status (名词),14,14,review_4325d1204f2392b7e5dba6e4 :: My flying was cancelled twice due to no fly days because of high winds. Finally good weather & great time. Pilot Billy very friendly & provided narration for entire trip. Unable to...
businesses,businesses (名词),14,13,review_cb2a212285eb7d8e0dfce0e2 :: What a wonderful treat to see all Denali and the other two mountains and see base campers as well as land on the glacier on skis - super safe no nausea and they had boots to walk o...
pricy,pricy (形容词),14,14,"review_f78c21916eb5eff176c666fc :: I booked this months in advance and they did a great job holding our reservation. K2 is quite a large operation in Talkeetna, but the staff treats you well. Our pilot, Chris, was v..."
layer,layer (名词),14,13,"review_b18f022dc50f8312f6b0be36 :: Took the first flight out at 8. Pilot (Riley?) was skilled and very accommodating. It’s cold up there, so layer. The bowl we landed in was stunning!..."
gray,gray (名词),14,13,"review_ec93e95f1b9eef63afa57901 :: My husband and I, along with two other unrelated couples, had an excellent Grand Canyon Maverick Helicopters tour on Thanksgiving Day at noon, leaving from the Tusayan airport near..."
habitat,habitat (名词),14,14,"review_b144d2711e86287854f8bef1 :: Excellent tour to Neets Bay and salmon hatchery.  Saw bears, eagles, seals, and other wildlife in their natural habitat.  Beautiful scenery on flight and at tour location.  Knowled..."
