user_name,user_location,rating,rating_text,review_title,review_text,trip_type,helpful_votes,published_date,tour_name,has_photo,language,is_english,user_city,user_state,user_country,is_us_domestic,review_word_count,review_char_count,title_word_count,exclamation_count,uppercase_ratio,sentiment_polarity,sentiment_pos,sentiment_neg,safety_mention,helicopter_comparison,price_value_mention,coast_mention,canyon_mention,waterfall_mention,wildlife_mention,weather_mention,flight_crew_mention,ground_staff_mention,companion_mention,pilot_mention,staff_service_mention,guide_mention,pilot_service_mention,special_occasion,aircraft_type,aspects_found,aspect_count,aspect_Scenery,aspect_Pilot,aspect_GroundStaff,aspect_CabinComfort,aspect_Safety,aspect_Weather,aspect_PriceValue,aspect_ServiceRecovery,aspect_Companion,aspect_LifetimeExperience,incongruence_type
M L,"New Orleans, LA",4,Jun 2018 • Family,"Pretty terrific, even without glacier landing","Our sighseeing tour with glacier landing was bumped for several days in an attempt to get cooperative weather. Unfortunately, the landing was not to be. Depite the disappointment, K2 provided a great flightseeing experience. The pilot was very knowledgable (although did not ""teach"" very much unless prompted by questions).  We would go again, and would definitely use K2 because of their obvious commitment to safety first. 

If you want to do the glacier landing, plan it for your first day in the area, so that you can re-schedule (if possible) to minimize weather impact.",Family,0,2018-07-08,5 -Denali Experience Flightseeing Tour from Talkeetna_2025-02-27,0,en,1,New Orleans,LA,United States,1,94,575,6,0,0.0139130434782608,0.7783,0.128,0.054,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,Airplane,"['Scenery', 'Pilot', 'Safety', 'Weather']",4,1,1,0,0,1,1,0,0,0,0,Type 1: Local Friction - Overall Positive
Bret H,"Acton, MA",5,Jul 2018 • Couples,Experience of a lifetime,"We drove to Talkeetna and booked a flight around Denali the same day and were treated to cloudless views of Denali and the surrounding area during our 90 minute flight. Our plane was a small 6-seater and I'm pretty sure we got a longer your than we booked, so that was a bonus. Unbelievable views and not a dull moment the whole trip.",Couples,0,2018-07-08,5 -Denali Experience Flightseeing Tour from Talkeetna_2025-02-27,1,en,1,Acton,MA,United States,1,63,334,4,0,0.0209580838323353,0.9066,0.201,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Airplane,"['Scenery', 'CabinComfort']",2,1,0,0,1,0,0,0,0,0,0,Pure Positive Baseline
narvalshop,"San Francisco, CA",3,May 2018 • Couples,If you're offered a refund because it's foggy take it!,If you're offered a refund because it's foggy take it. We could hardly see anything. The pilot was great and the flying experience was fine but worthless if you can't see anything but white,Couples,0,2018-07-07,5 -Denali Experience Flightseeing Tour from Talkeetna_2025-02-27,0,en,1,San Francisco,CA,United States,1,34,189,10,0,0.0158730158730158,-0.2263,0.104,0.102,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,Airplane,"['Pilot', 'Weather', 'ServiceRecovery']",3,0,1,0,0,0,1,0,1,0,0,Low Rating Failure
flyingblue2,"Paso Robles, CA",5,Jul 2018 • Couples,Beautiful day to visit Denali,This was by far the highlight of our sightseeing as the weather was great-sunny and warm. We arrived at K2 about an hour before our flight and got our booties to wear over our shoes-wear Tennis shoes. The flight left on time and we had a get pilot (Kevin) very knowledgeable and he gave us a lot of interesting views on Denali park and the background of who and how it became a national park-Perfect day and awesome weather to visit this beautiful park- The best part is landing on the glacier and actually getting out on it -- so much fun and definitely a must do activity,Couples,0,2018-07-06,5 -Denali Experience Flightseeing Tour from Talkeetna_2025-02-27,0,en,1,Paso Robles,CA,United States,1,108,573,5,0,0.0157068062827225,0.9781,0.214,0.0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,Airplane,"['Scenery', 'Pilot', 'Weather', 'LifetimeExperience']",4,1,1,0,0,0,1,0,0,0,1,Pure Positive Baseline
kevinA7735CU,,5,Jul 2018 • Couples,You Gotta Just Do It,"I put off doing a flight experience of Denali because I thought seeing the mountain from a bus excursion was good enough. Boy was I wrong. Being up close to the mountain with K2 and Brad, seeing the glaciers, and flying among the jagged peaks was awesome.  But the best part was landing on the glacier at the foot of Denali.  Looking at the awe inspiring beauty from there on the mountain was truly an unforgettable experience.  You You gotta just do it!",Couples,0,2018-07-06,5 -Denali Experience Flightseeing Tour from Talkeetna_2025-02-27,1,en,1,,,Unknown,0,83,454,5,1,0.0286343612334801,0.9729,0.242,0.021,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Airplane,"['Scenery', 'LifetimeExperience']",2,1,0,0,0,0,0,0,0,0,1,Minor Local Noise
Tibb J,"Shreveport, LA",5,Jun 2018 • Family,Great flight over Knik glacier,"Unfortunately, the weather did not cooperate for us to take our scheduled flight and glacier landing.  We rescheduled and tried the next day, but still weren't able to go.  So we ended up flying towards Palmer and seeing the Knik glacier instead.  Since this didn't include the glacier landing, our cost was less than the original tour we booked. Everyone at the front desk was very polite and easy to work with for the rescheduling and check in process. Mike was our pilot, and he did a great job of turning the plane so that everyone on both sides could see well.  My daughter got to ride in the front with him as his ""co-pilot"", and she was thrilled!  There were four of us, myself, my husband, and our two kids (age 9 and 11).  We all four enjoyed the flight.  It is definitely worth doing even if you don't get to actually see Denali!",Family,0,2018-07-03,5 -Denali Experience Flightseeing Tour from Talkeetna_2025-02-27,1,en,1,Shreveport,LA,United States,1,155,839,5,2,0.0154946364719904,0.9837,0.17,0.01,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,Airplane,"['Scenery', 'Pilot', 'GroundStaff', 'Weather', 'PriceValue', 'ServiceRecovery', 'Companion']",7,1,1,1,0,0,1,1,1,1,0,Pure Positive Baseline
Ed W,,5,Jun 2018 • Family,good informative pilot,"We had a group of 6 who chose to fly on a not certain of seeing top of Denali day.  It turned out to be much more than just seeing the top of Denali!  The pilot, Kevin, was super and obviously in love with his job, flying and that area in particular.  He pointed out so much more than just the mountain!  We saw glaciers up close and rivers and valleys and got a good feel for the geology of the area as well as finding a ""hole in the clouds"" allowing us to see the top of Denali!  Great hour plus trip for all from age 7 to 76!",Family,0,2018-07-03,5 -Denali Experience Flightseeing Tour from Talkeetna_2025-02-27,0,en,1,,,Unknown,0,110,528,3,4,0.0189393939393939,0.9681,0.197,0.015,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,Airplane,"['Scenery', 'Pilot', 'Weather']",3,1,1,0,0,0,1,0,0,0,0,Pure Positive Baseline
Stacy P,,5,,Amazing experience!!,"Words and pictures do not come close to describing the experience of flying up to view Denali.  We were very happy with our pilot, Billy.  He was funny and very knowledgable about the area and kept us entertained the whole flight.  Oh, and the landing was the smoothest I've ever experienced...",Unknown,0,2018-07-01,5 -Denali Experience Flightseeing Tour from Talkeetna_2025-02-27,1,en,1,,,Unknown,0,51,294,2,0,0.0238095238095238,0.8622,0.167,0.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,Airplane,"['Scenery', 'Pilot']",2,1,1,0,0,0,0,0,0,0,0,Pure Positive Baseline
Michael W,"Wheaton, United States",5,Jun 2018 • Family,Beautiful sights,"Great flight, very cool to see the mountains and glaciers from this perspective.   Pilot (forgot his name, sorry) did a great job of narrating and explaining what we were seeing.   

Our only disappointment was that we were not able to do the glacier landing, as we had booked, due to poor weather conditions for several days.   But the staff at K2 was easy to deal with in re-booking us until the weather cooperated and refunded the difference for not doing the glacier landing.",Family,0,2018-06-27,5 -Denali Experience Flightseeing Tour from Talkeetna_2025-02-27,1,en,1,Wheaton,,United States,1,83,479,2,0,0.0104384133611691,0.7612,0.118,0.046,1,0,1,0,0,0,0,1,1,1,0,1,1,0,1,0,Airplane,"['Scenery', 'Pilot', 'GroundStaff', 'Weather', 'ServiceRecovery']",5,1,1,1,0,0,1,0,1,0,0,Minor Local Noise
Harriet B,"Ridgefield, CT",5,Jun 2018 • Solo,The “Will” to fly high,"Felt secure with Will as our pilot and K2 as the company. I had never flown in a 6 seater prior to this experience. It was an incredible flight.  Made my three week visit to Alaska the greatest experience of my traveling life.  Thank you, Will. Thank you K2.",Solo,0,2018-06-26,5 -Denali Experience Flightseeing Tour from Talkeetna_2025-02-27,1,en,1,Ridgefield,CT,United States,1,49,258,5,0,0.0426356589147286,0.891,0.216,0.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,Airplane,"['Pilot', 'Safety']",2,0,1,0,0,1,0,0,0,0,0,Pure Positive Baseline
nziliox1972,"Lakeland, FL",5,Jun 2018 • Family,Amazing,It was a once in a lifetime experience I took my 10 yr old daughter. She was blown away by it.we had a snow ball fight. She has never played in snow being a Florida child,Family,0,2018-06-25,5 -Denali Experience Flightseeing Tour from Talkeetna_2025-02-27,0,en,1,Lakeland,FL,United States,1,36,170,1,0,0.0294117647058823,-0.5627,0.0,0.138,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Airplane,"['Weather', 'Companion', 'LifetimeExperience']",3,0,0,0,0,0,1,0,0,1,1,Type 1: Local Friction - Overall Positive
Mary N,"Howell, MI",5,Jun 2018 • Couples,Great Flightseeing tour,"We had a great Flightseeing tour on Wednesday, June 20.  Although there were low clouds, we were able to see many glaciers, lakes, and mountains from the air.  We were not disappointed by the clouds and actually were very impressed with the safety first attitude of our pilot.  He was extremely knowledgeable about the mountains we were flying around and made sure we were all able to see the sights he was pointing out.  K2 picked us up from the Talkeetna Lodge and also took us to the train station when finished with our tour.  We all very much enjoyed the experience.",Couples,0,2018-06-24,5 -Denali Experience Flightseeing Tour from Talkeetna_2025-02-27,0,en,1,Howell,MI,United States,1,102,571,3,0,0.0192644483362521,0.9487,0.163,0.018,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,Airplane,"['Scenery', 'Pilot', 'Safety', 'Weather']",4,1,1,0,0,1,1,0,0,0,0,Pure Positive Baseline
stevebrookes24,"Birmingham, UK",5,Jun 2018 • Couples,Tour and Ruth glacier landing,"Amazing flight tour.
Amazing scenery, saw Denali...
Landing on Ruth glacier to be experienced. outstanding beauty.
Great commentary",Couples,0,2018-06-24,5 -Denali Experience Flightseeing Tour from Talkeetna_2025-02-27,0,en,1,Birmingham,,United Kingdom,0,18,131,5,0,0.0458015267175572,0.9661,0.6,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Airplane,['Scenery'],1,1,0,0,0,0,0,0,0,0,0,Pure Positive Baseline
16retiredandlovingit,"Louisville, KY",5,Jun 2018 • Family,Any day is special when you are flying over Denali,"Yes it was cloud and rainy. This however was our grandsons first trip in a small airplane. And we whispered that to K2. They made this trip so special for him. And therefore for us too. Our thanks to the young lady who placed the three of us on a small plane like we had ridden two times previously with two other grandchildern. And our biggest shout out to Will, our pilot, who let him feel like a copilot in the front  seat of the plane. A great trip, worth every dollar.",Family,0,2018-06-24,5 -Denali Experience Flightseeing Tour from Talkeetna_2025-02-27,0,en,1,Louisville,KY,United States,1,92,473,10,0,0.0211416490486257,0.9571,0.198,0.013,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,Airplane,"['Pilot', 'CabinComfort', 'Weather', 'PriceValue']",4,0,1,0,1,0,1,1,0,0,0,Pure Positive Baseline
jbu55759,"Launceston, Australia",5,Jun 2018 • Solo,Great flight!,"Was hoping for a Glacier landing, but wasn’t to be. I completely understand safety first at all times. Our pilot Randy was incredibly knowledgeable of the area and pointed out many things. Being a plane fanatic, I just loved being on board, and captured many great shots and videos on my iPad. Beautiful flight, and I highly recommend K2 Aviation for any experience in the air.",Solo,0,2018-06-22,5 -Denali Experience Flightseeing Tour from Talkeetna_2025-02-27,0,en,1,Launceston,,Australia,0,66,377,2,0,0.0318302387267904,0.9819,0.321,0.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,Airplane,"['Scenery', 'Pilot', 'Safety']",3,1,1,0,0,1,0,0,0,0,0,Pure Positive Baseline
Nichole E,,5,Jun 2018 • Business,Glacier Landing was AMAZING!,"We had a group of 30 in town for a corporate event. K2 Aviation was easy to work with and we had no issues getting our group split up into several small planes. Our group was in Alaska for 6 days and this excursion was the highlight of the trip! Despite the small planes, the take off and landing are very smooth, you have headsets, so that you can talk with other passengers, the pilot was very friendly and knowledgeable about the area. 
I highly recommend this tour!",Business,0,2018-06-22,5 -Denali Experience Flightseeing Tour from Talkeetna_2025-02-27,1,en,1,,,Unknown,0,88,469,4,2,0.0149253731343283,0.8741,0.13,0.024,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,Airplane,"['Pilot', 'CabinComfort', 'LifetimeExperience']",3,0,1,0,1,0,0,0,0,0,1,Type 1: Local Friction - Overall Positive
Laurene M,"San Francisco, CA",5,Jun 2018 • Family,"On a clear day, there's nothing better than a K-2 tour","We (three adults and one child) thoroughly enjoyed flightseeing the Alaska range with an experience pilot who gave us a commentary about Formaker, Hunter, and Denali.  The views were incredible, and all made for a major highlight of our week's stay in Alaska.",Family,0,2018-06-21,5 -Denali Experience Flightseeing Tour from Talkeetna_2025-02-27,0,en,1,San Francisco,CA,United States,1,43,259,11,0,0.027027027027027,0.7178,0.133,0.0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,Airplane,"['Scenery', 'Pilot', 'LifetimeExperience']",3,1,1,0,0,0,0,0,0,0,1,Pure Positive Baseline
Deadeye4230,"Palmer, AK",5,Jun 2018 • Friends,Best way to see Denali and surrounding area.,"We really enjoyed our flight with K2. Our pilot, Rosemary, was very professional and engaging. She had great knowledge of the geography and history of the area. The flight was smoother than I expected, and the views were spectacular.",Friends,0,2018-06-18,5 -Denali Experience Flightseeing Tour from Talkeetna_2025-02-27,1,en,1,Palmer,AK,United States,1,39,233,8,0,0.0300429184549356,0.8849,0.228,0.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,Airplane,"['Scenery', 'Pilot']",2,1,1,0,0,0,0,0,0,0,0,Pure Positive Baseline
Juanitt,"Cordoba, Spain",5,Jun 2018 • Couples,A unique experience. You will be in good hands.,"The flight, and specially the landing on the glacier were amazing. 
K2 Aviation gave us a perfect service and the let us change our reservation to catch better weather. 
Fully recomended.",Couples,0,2018-06-14,5 -Denali Experience Flightseeing Tour from Talkeetna_2025-02-27,0,en,1,Cordoba,,Spain,0,31,187,9,0,0.0213903743315508,0.886,0.278,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Airplane,"['Scenery', 'Weather']",2,1,0,0,0,0,1,0,0,0,0,Pure Positive Baseline
Joyce M,"Anacortes, WA",5,Jun 2018 • Friends,Awesome flight and glacier landing,"The experience was beyond my expectations.  K2 is a very well run organization with quality & entertaining pilots.  The weather was perfect for the 2.5 hour flight and landing on Ruth glacier where we could see Sheldon Chalet and Denali Mtn.  
The views were breathtaking and I learned so much from the pilot.  This is a must do excursion in Alaska!",Friends,0,2018-06-12,5 -Denali Experience Flightseeing Tour from Talkeetna_2025-02-27,1,en,1,Anacortes,WA,United States,1,61,349,5,1,0.0343839541547277,0.9059,0.188,0.0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,Airplane,"['Scenery', 'Pilot', 'Weather', 'LifetimeExperience']",4,1,1,0,0,0,1,0,0,0,1,Pure Positive Baseline
kitty M,,5,Jun 2018 • Couples,Wow!,"Words can not say enough about the wonderful experience with K2. From the time we booked, through arrival and check in process the experience was great. We met our pilot, who was not only experienced and knowledgeable but gracious and friendly. We booked the flight hoping it to be a highlight of our family trip and it met and exceeded our expectations. I would not hesitate to recommend K2 and would definitely repeat the experience if we are lucky enough to return to the area.",Couples,0,2018-06-11,5 -Denali Experience Flightseeing Tour from Talkeetna_2025-02-27,1,en,1,,,Unknown,0,85,480,1,0,0.0145833333333333,0.9812,0.286,0.025,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,Airplane,"['Pilot', 'Companion', 'LifetimeExperience']",3,0,1,0,0,0,0,0,0,1,1,Minor Local Noise
