word,chinese_translation,stage_origin,frequency_2500,review_count_2500,example_context
girl,girl（名词/物理实体）,Stage 1 (500 Discovery),11,9,"review_d4fa1a7a54b252b2583388d6 :: Last week we did the seaplane tour of the Misty Fjords on Taquan Air Tours.  The views were spectacular.  However, breathing in diesel fumes while in-flight was not fun.  Anyway, a..."
glory,glory（名词/物理实体）,Stage 1 (500 Discovery),11,11,review_683e95f01306eac2d85eff49 :: It has always been my dream to take a flight seeing tour with a glacier landing and man-oh-man did K2 deliver!  We had a gorgeous clear day to see Mt McKinley in all its glory.  K2...
hardly,hardly（副词/程度词）,Stage 1 (500 Discovery),11,10,review_585fd4de71474864f99ab2f5 :: I had taken a family summer trip for a half hour seaplane with lake landing. The pilot had a terrible and rude attitude and was not willing to provide any conversation. He seemed t...
head,head（名词/物理实体）,Stage 1 (500 Discovery),11,11,"review_442bd14270e4cf874af0ab43 :: Last year, Taquan (pilot Dave and guide Mark Phillips) did an excellent job at getting us to Anan Creek.  However, due to our ship's limited time in port last year, along with poor..."
hold,hold（名词/物理实体）,Stage 1 (500 Discovery),11,10,"review_d4fa1a7a54b252b2583388d6 :: Last week we did the seaplane tour of the Misty Fjords on Taquan Air Tours.  The views were spectacular.  However, breathing in diesel fumes while in-flight was not fun.  Anyway, a..."
honeymoon,honeymoon（名词/物理实体）,Stage 1 (500 Discovery),11,10,"review_979ebaf5ccd3b94c095ddf1a :: We picked Kauia destination for our honeymoon, but as far as we wanted to make the trip brilliant we came to Kauai un prepared about doing an Air tour ! We were worried we wouldn't..."
keeping,keeping（名词/物理实体）,Stage 1 (500 Discovery),11,11,"review_53ff5143a41d862350d136a5 :: Having booked a week in Las Vegas over the 4th July weekend, one of our top priorities was to get to see the Grand Canyon. We originally planned on hiring a car and driving there, ..."
known,known（过程/动作动词）,Stage 1 (500 Discovery),11,11,"review_01947c281697b80abc4bbfae :: In searching for a Kauai flight, I came across Wings Over Kauai Tours. The reviews and their commitment to service won me over and I am very glad I chose to fly with them.  Both Gy..."
leg,leg（名词/物理实体）,Stage 1 (500 Discovery),11,11,"review_cbe4d099bc688920d0a3a2b9 :: My two sisters and I planned a lovely, activity filled Christmas in Kauai. We picked this company for our air tour because of the great reviews. Although the flight was nice (Marcu..."
likely,likely（客观属性词）,Stage 1 (500 Discovery),11,11,"review_58ba87f9326f017e0b3399ae :: I hate to write a review in the midst of COVID for a small business, but unfortunately due to our experience I’m writing this in hopes that nobody else has the same experience. We ..."
mentioned,mentioned（过程/动作动词）,Stage 1 (500 Discovery),11,11,"review_254f46e4a5fb0f6c7e0c50cd :: I am rewriting this review, as my first review was softly forced.  The pilot stopped the golf cart near the hangars and asked us to click the links and do the review on the spot…an..."
notice,notice（名词/物理实体）,Stage 1 (500 Discovery),11,10,"review_254f46e4a5fb0f6c7e0c50cd :: I am rewriting this review, as my first review was softly forced.  The pilot stopped the golf cart near the hangars and asked us to click the links and do the review on the spot…an..."
often,often（副词/程度词）,Stage 1 (500 Discovery),11,11,review_f225a6425587ab65f3221474 :: Had a great flight with Wings Over Kauai. I really liked the personal touches that Bruce and Ellen added.  When I arrived a was given a shell necklace and flower to wear behind my ...
overcast,overcast（名词/物理实体）,Stage 1 (500 Discovery),11,11,review_585fd4de71474864f99ab2f5 :: I had taken a family summer trip for a half hour seaplane with lake landing. The pilot had a terrible and rude attitude and was not willing to provide any conversation. He seemed t...
passed,passed（过程/动作动词）,Stage 1 (500 Discovery),11,11,review_03a8176b0cded4dbc878970a :: Mavericks did a fantastic job from the time I made our reservation through to the after flight picture taking. They are extremely professional and have a very efficient and accurat...
paying,paying（过程/动作动词）,Stage 1 (500 Discovery),11,11,review_3a562693d0a814861060b2cf :: My husband and I were thrilled and 100% satisfied!  After booking with Air Ventures we were a bit skeptical because their price is unbeatable!  Other companies charge twice as much...
peak,peak（名词/物理实体）,Stage 1 (500 Discovery),11,11,review_f0ee2cd886f1308d732e265f :: The flight was great and seeing the glaciers from the sky was beautiful.  My husband loved the experience in the small 1965 plane and my teens took tons of photos!  Our pilot was g...
personalized,personalized（过程/动作动词）,Stage 1 (500 Discovery),11,11,"review_993985c342753f81a2cd36de :: Knowing that my wife, Valerie, wouldn't consider a helicopter experience over the island, (neither would I) I researched WOK and talked her into the flight.  WOW!  We totally enjoy..."
platform,platform（名词/物理实体）,Stage 1 (500 Discovery),11,11,"review_e01e7e33a2e53a8b8dad0eb6 :: This was the best part of our Alaskan cruise. The float plane trip was exceptional,  but the walk through the woods and viewing the bears from a platform was the most thrilling exp..."
priced,priced（过程/动作动词）,Stage 1 (500 Discovery),11,11,review_b2bb2560cd98db474ce2cbd6 :: This trip was awesome and reasonably priced. The pilot was energetic and offered tons of information about the island (I am always impressed when people can maintain a high level o...
prices,prices（名词/物理实体）,Stage 1 (500 Discovery),11,10,"review_e19f4508602ecbfcd0a59754 :: I really enjoyed the tour!! it was my mom's birthday gift
the tour was beyond my imagination and very affordable prices.
very nice gift and experience 
The best in the market
Eagle..."
purchase,purchase（名词/物理实体）,Stage 1 (500 Discovery),11,10,review_0feea62cebd439414c25d6fc :: My wife and I decided to spend Valentine’s Day in Sedona and booked an air tour of the Grand Canyon. I booked it over the phone with Lindsey whom seems to be the manager. She lead ...
question,question（名词/物理实体）,Stage 1 (500 Discovery),11,11,"review_00deb5b5ce64791d3809151f :: From check in to touch down, Wings Over Kauai was a highlight of our Hawaiian vacation (October 2019). It felt more “personal” than other helicopter tours we looked at. Being the o..."
raft,raft（名词/物理实体）,Stage 1 (500 Discovery),11,6,"review_54ae5b5d8364deffe47809c6 :: My husband and children (18,19) had a great time on this trip!  The early morning plane ride was terrific, and as we had read before, it’s best to sit on the left side of the plane..."
refunded,refunded（过程/动作动词）,Stage 1 (500 Discovery),11,11,review_0feea62cebd439414c25d6fc :: My wife and I decided to spend Valentine’s Day in Sedona and booked an air tour of the Grand Canyon. I booked it over the phone with Lindsey whom seems to be the manager. She lead ...
rivers,rivers（名词/物理实体）,Stage 1 (500 Discovery),11,11,review_4e12b4a1176793651a28a048 :: My husband and I visited Alaska for my first time in early August.  We knew we wanted to experience a fly over Denali National Park.  After researching the various tour operators o...
save,save（名词/物理实体）,Stage 1 (500 Discovery),11,11,"review_a2ab57de73306174b5f07eba :: There are so many reasons to go with WOK vs. a helicopter tour. But the top reasons are:

1. Personalized service!! We chose to do the small cessna tour for my husband and I, along..."
seems,seems（过程/动作动词）,Stage 1 (500 Discovery),11,11,review_0feea62cebd439414c25d6fc :: My wife and I decided to spend Valentine’s Day in Sedona and booked an air tour of the Grand Canyon. I booked it over the phone with Lindsey whom seems to be the manager. She lead ...
seriously,seriously（副词/程度词）,Stage 1 (500 Discovery),11,11,review_cdfb30308f4301fae846c380 :: We traveled to Friday Harbor and back to Seattle with Friday Harbor Seaplanes and they were accommodating and such a pleasure to deal with from start to finish. Before traveling to...
ten,ten（名词/物理实体）,Stage 1 (500 Discovery),11,11,"review_50ad674985c5646672bc62e8 :: We dealt directly wit Taquan Air by email to book this rather than through our ship. Much cheaper and really easy to do, they are really easy to deal with directly and are happy to..."
third,third（名词/物理实体）,Stage 1 (500 Discovery),11,10,review_5acad42fcb96595910c9a410 :: Got a call a couple days before our flight saying we'd booked through a third party and our seats were actually not available.  WRONG.  We booked directly on Mavericks website and ...
tourist,tourist（名词/物理实体）,Stage 1 (500 Discovery),11,10,review_8d4ddb6f94926e611f27073f :: I took the 30 minute San Francisco Bay tour on August 28th at 3:15.  It was a spectacular day with some fog around the Golden Gate Bridge.  We flew around and over every major tour...
tourists,tourists（名词/物理实体）,Stage 1 (500 Discovery),11,11,"review_442bd14270e4cf874af0ab43 :: Last year, Taquan (pilot Dave and guide Mark Phillips) did an excellent job at getting us to Anan Creek.  However, due to our ship's limited time in port last year, along with poor..."
trees,trees（名词/物理实体）,Stage 1 (500 Discovery),11,10,"review_e01e7e33a2e53a8b8dad0eb6 :: This was the best part of our Alaskan cruise. The float plane trip was exceptional,  but the walk through the woods and viewing the bears from a platform was the most thrilling exp..."
usually,usually（副词/程度词）,Stage 1 (500 Discovery),11,11,"review_b000df598ef420c3db6a55b4 :: We did a Denali explorer flight seeing tour with glacier landing on July 5.  I had originally had this excursion booked for three weeks prior to this date, but I came down with cov..."
venture,venture（名词/物理实体）,Stage 1 (500 Discovery),11,10,"review_2c1a37640a6578dcad237166 :: We went on the Base camp flight 2nd of June 2012, our pilot was Tyler. Firstly to you Tyler....AWESOME Mate never felt so safe in a small plane before, your expierience was evident..."
watch,watch（名词/物理实体）,Stage 1 (500 Discovery),11,11,review_b10746883a2b8480528b3cec :: I booked this trip for my husband's birthday and I couldn't be happier! He loved the whole experience! Check in process was a breeze. Our pilot Sergio was very nice and gave us an ...
wonder,wonder（名词/物理实体）,Stage 1 (500 Discovery),11,10,"review_9406c0f7b673118b01c4a820 :: This is the second time I have made the trip..and it's an approxinately 1.50 hour trip of absolute wonder. We landed approx 11,000 ft. I really can't express the sheer joy of seein..."
