word,frequency,review_count,example_context,is_emotion,reason
lock,2,2,"review_daed82c6ebdafc06c8a2f319 :: We arrived late one evening and had booked an early helicopter flight for the following morning several months ago
Maverick were easy to find, very friendly and delivered a wonderf...",True,sentiwordnet_score
lookout,2,2,"review_98d3a3f74a15e49c28aefb4b :: My sisters and I took the helicopter tour over the Grand Canyon, and it lets you get a 
Great appreciation for the amazing Canyon you do not get just from seeing it on the lookout ...",True,sentiwordnet_score
luscious,2,2,review_af6c769cd16b044c81ee438f :: My husband & I were visiting Kauai from New York.  We were extremely fortunate to fly in a comfortable but small plane to view the luscious island of Kauai.  When we arrived for ou...,True,sentiwordnet_score
mar,2,2,"review_feb2301965baf7cd372cbd1f :: It's Alyssa Jacey, the singer/songwriter you hosted on the private helicopter tour! I have been MEANING to review this and my only excuse is that I went on tour! I've opened for Br...",True,sentiwordnet_score
match,2,2,review_be8faf48d8d937ed7f366e98 :: K2 Aviation is a super friendly and well-run organization. Views were amazing. So glad my teenage kids got to really see a glacier for what it is. We'd talked about them so much on...,True,sentiwordnet_score
mighty,2,2,"review_3bb066612c7c6f256d55cf79 :: We saw the most awesome sights today on our Mavericks helicopter flight!   

Our 17 year old son had never seen the canyon and we are on a short trip.  We figured an overhead persp...",True,sentiwordnet_score
mindful,2,2,"review_92808e0670a773acd1539ab9 :: Amazing unforgettable experience. Glacial landing is incredible and pilot is super capable and reliable. Would do this a million times. 
K2 has a long line checking in but were ver...",True,sentiwordnet_score
naturally,2,2,"review_b0f34c63770cd33dc3f5de34 :: We took the air tour on the STOL (short take off and landing) aircraft and were not disappointed.  We did the Grand Discovery Air Tour, a 45 minute narrated run about the Canyon th...",True,sentiwordnet_score
news,2,2,"review_c503f060e1522d96b60e8dca :: In late Jan I took my wife on this tour for her BD. While I’ve spent numerous hours (military’s & law enforcement) aboard helicopters, she had never experienced it...
nor had she e...",True,sentiwordnet_score
obscured,2,2,"review_1ca9aaf183856fcc19dc934a :: After having taken a Denali flight in 2001, I decided I wanted to do a repeat flight out of Talkeetna on my recent visit to Anchorage, Alaska for an airport conference.  With the l...",True,sentiwordnet_score
optimal,2,2,review_2d303e03dc90d5daa58fec73 :: I was originally looking into helicopter tours but was worried about my wife getting motion sickness and the costs are pretty expensive.  When I found Wings Over Kauai on a TripAdv...,True,sentiwordnet_score
ordered,2,2,"review_1f225670816335d77f852059 :: Kauai is our favorite island. There’s just something different about it. It has a different feel, a different vibe. Maybe it’s the chickens everywhere, or the cattle or the more ma...",True,sentiwordnet_score
orderly,2,2,review_5d94a7bb9a8a4324e9b57891 :: We chose the South face Tour with Glacier Landing. The check in was fast and easy. The staff was super nice. You have to weigh yourself and your belongings and they determine how t...,True,sentiwordnet_score
orientation,2,2,"review_cdd98e398d32a45324fe7c9b :: This was the first thing my wife and I did when we got on island.  We referred to it as our ""orientation flight"" because we could physically see everything and decide what we wante...",True,sentiwordnet_score
painted,2,2,"review_0180711bcc1e4157afe5b416 :: We opted for a 45 minute flight in a Twin Otter Vistaliner to see more of the GC instead of going on the Skywalk.  It cost a little more but was sure worth it.  At check in, be pre...",True,sentiwordnet_score
pat,2,2,"review_4e0c84b1fe480dcc319f91b4 :: My family of 5 recently took an AirVan ride touring the island of Kauai. We got there early, and were offered books to peruse while we waited. Josh was our pilot. He was very knowl...",True,sentiwordnet_score
peacefully,2,2,review_09687f3c5332ab59381de30a :: It was perfect and we would go again with this same company. A small fixed wing plane seating a pilot and 2 riders. Things to keep in mind if you pick this small plane-If you are v...,True,sentiwordnet_score
penalty,2,2,"review_f3b2c22f8292b4045b6b7d5d :: We tried to arrange a glacier landing while we were visiting Haily but the weather prevented us from flying there.  So on our way back to Anchorage, we stopped by Talkeetna Air Tax...",True,sentiwordnet_score
pertinent,2,2,review_bb45025b35f762edb35c577d :: Just want to complement Ellen and Bruce and staff for a wonderful experience.  Had a great flight and very knowledgeable and pertinent commentary from Bruce during the flight that ...,True,sentiwordnet_score
pinnacle,2,2,review_ff282b470223120e69c6a4b8 :: This flightseeing trip was the pinnacle of 2 weeks of amazing experiences.  Words and pictures fail to convey what a flight around McKinley is like. I thought that upon landing my ...,True,sentiwordnet_score
plunge,2,2,"review_90dd2de44f8ba51b2c150bef :: If you're on the fence about a flightseeing experience, you must take the plunge. This was, by far, the best part of our trip to Alaska. The glacier landing was the highlight of ou...",True,sentiwordnet_score
plunging,2,2,"review_e0e1dd521e77a4007403c8e6 :: I took a HAL cruise in June 2010 and booked this excursion through the ship.  The bus was there to pick us up right on time but there was a bit of a traffic jam of buses, so we got...",True,sentiwordnet_score
practiced,2,2,review_bf159253fba2c35375dc9ce7 :: I had a flightseeing tour with glacier landing with K2 Aviation and it was AMAZING. That was the highlight of my Alaska trip. Seeing the mountains so close as if you could touch th...,True,sentiwordnet_score
praise,2,2,"review_c47a8f0a85e514d042ad1889 :: Though TAT doesn't *need* more praise, my experience with them was simply so phenomenal that I have to give them yet another Excellent review. This is a top-notch company with some...",True,sentiwordnet_score
precious,2,2,review_02d9b6799d194eb3a407125d :: Just got back from Kauai - went on a 1 hour airplane tour over Kauai - very nice experience over the island of Kauai - pilot tells you the sites that you are going over; at the end...,True,sentiwordnet_score
precision,2,2,review_e0d4177111a512725ecee24d :: I have to share my experience this morning. I took my Very First Flight Ever a couple of hours ago and did it through RedTail Aviation in a 6 person plane. I was so nervous before ...,True,sentiwordnet_score
puffy,2,2,"review_7bbe5f17c5ccf78fd605ad3d :: From the front reception area to preparing for take off to our amazing pilot from the Arctic, this tour was astonishing. We were blessed with a beautiful sunny day with big white p...",True,sentiwordnet_score
pull,2,2,"review_2d0d2b1a05b4f78e95745317 :: We flew up to Denali, and landed on a glacier. Luckily, we had a beautiful sunny day, and Denali was out of her clouds to see. The only real way to see Alaska is to fly over her. I...",True,sentiwordnet_score
rainiest,2,2,review_2076c13b0e9f354309880209 :: A great flight that began with a great aircraft with  every passenger having a window view thru clear clean bubble windows. We were blessed with a perfectly clear day that the pilo...,True,sentiwordnet_score
ranked,2,2,review_8fa7003135aa7f912084a076 :: We loved our Base Camp Tour with a Glacier Landing $350.00 pp. Alex was our pilot and did a great job giving us views of Mt McKinley from all sides of the mountain. Landing on The ...,True,sentiwordnet_score
raving,2,2,review_1758d760d6f52438c4d85cce :: Bruce the pilot was great with our 2 nervous flyers.  He gave a great talk while we were flying and patiently answered any/all questions.  All of us were raving about the tour long...,True,sentiwordnet_score
reaching,2,2,review_bbb6ee8ba0cbc3b4a10ced21 :: The flightseeing tour we took of Mount McKinley was absolutely amazing.  While it was cold (March 2012) the views were well worth the minor discomfort.  My wife is normally nervous...,True,sentiwordnet_score
reality,2,2,review_23a113d11dbade10f436d4ed :: I specifically booked on K2 for their reviews. Flew 7+hrs from houston to anchorage and this was supposed to be my highlight for my trip. i was booked with K2 for sat 9/3 for a tou...,True,sentiwordnet_score
refreshing,2,2,review_8343a9e5e6828bbdfdd832af :: We are 'local' (Anchorage) and had scheduled a trip on Saturday. Friday's trip to Talkeetna was beautiful....Denali visible from our home all the way to Talkeetna. Sarah worked wit...,True,sentiwordnet_score
remaining,2,2,review_dcf6ae72be94429a425b9bdc :: We booked tour months ago for our first Alaskan  Cruise.  Had been told seaplane tour was incredible and not to be missed.  We arrived dockside at meeting place. Had to wait 15 min...,True,sentiwordnet_score
require,2,2,"review_f3b2c22f8292b4045b6b7d5d :: We tried to arrange a glacier landing while we were visiting Haily but the weather prevented us from flying there.  So on our way back to Anchorage, we stopped by Talkeetna Air Tax...",True,sentiwordnet_score
requirement,2,2,"review_084acea0cb7d3d6be4f0a2f2 :: Excellently organised, from pick up, tour and drop off. Booked afternoon Delux tour 1055-2000! Pick up via bus to Bolder airport (30 mins), flight over Hoover Dam and west Rim (I t...",True,sentiwordnet_score
resulted,2,2,"review_3eefe1df4d24afe8065ffe29 :: Very friendly, accommodating staff!     Cloud cover was sketchy (can't control the weather) so they gave us options to fly, reschedule, or cancel for refund.  We are glad we chose ...",True,sentiwordnet_score
reward,2,2,"review_5b4548ff6d11352fdb4e05f4 :: Great trip. Skillful pilot, gave lots of commentary. Showed us base camp and 11 000ft camp. The stillness of the glacier was only broken by the sound of an avalanche. Spectacular t...",True,sentiwordnet_score
romantic,2,2,"review_ec2216c5191fd0c8ebfb9e1d :: amazing experience thanks a lot.
highly recommended 
max was amazing 
very romantic 
the view was perfect...",True,sentiwordnet_score
rosemary,2,1,review_4d9de080656d8496f54a201d :: We were traveling with our two young teenage granddaughters and took a K2 Aviation flight through the glacier fields and then on to the airport in Anchorage.  The weather was not c...,True,sentiwordnet_score
rounded,2,2,"review_bf22e910f8c4fe6ed61226b0 :: My family and I took a plane ride with Air Ventures in August 2013.  If you are visiting Kauai, I would highly you recommend you see it by air.  Or you will be missing most of the ...",True,sentiwordnet_score
ruined,2,2,"review_2d3f2a00e6ef98ca5161d902 :: The pilots are excellent, friendly, knowledgeable, and skilled. 

But, don’t get your weight estimate wrong or Keith at the front desk will talk down to you as if you lied on purpo...",True,seed_match
