word,frequency,review_count,example_context
plance,2,2,"review_26852a512277b5deece08a3f :: I had the pleasure of a late afternoon ""The Big Kahuna"" air tour this week with Air Ventures Hawaii that was a FANTASTIC full tour of Kauai.

The views from the plane were amazing ..."
plunge,2,2,"review_90dd2de44f8ba51b2c150bef :: If you're on the fence about a flightseeing experience, you must take the plunge. This was, by far, the best part of our trip to Alaska. The glacier landing was the highlight of ou..."
plunging,2,2,"review_e0e1dd521e77a4007403c8e6 :: I took a HAL cruise in June 2010 and booked this excursion through the ship.  The bus was there to pick us up right on time but there was a bit of a traffic jam of buses, so we got..."
pointer,2,2,"review_4fe852ad2ae1581577c5b1d7 :: I took a 70 minute flight instructional Kauai Air Tour with Wings Over Kauai, with my wife in the rear seat as the photographer. I do hold a Private Pilot's License and was able to..."
poli,2,2,review_1934000fb6d08166a12fea30 :: We were fortunate as the weather cooperated and we saw great views of the island of Kauai.  We saw spectacular  rainbows and stunning views of the Na Poli cliffs-  which can only b...
postcard,2,2,review_9287dead888e014e71a1642e :: This was the highlight of our honeymoon. The tour was absolutely amazing and we got some pictures worthy of postcard covers. It was a bit pricey but worth every penny and I would d...
pouring,2,2,review_67134873e731f782067127c9 :: The morning of our scheduled flight it was pouring...Jason reassured us that it was safe to fly and we had a wonderful flight.  The views were amazing.  I would highly recommend th...
practiced,2,2,review_bf159253fba2c35375dc9ce7 :: I had a flightseeing tour with glacier landing with K2 Aviation and it was AMAZING. That was the highlight of my Alaska trip. Seeing the mountains so close as if you could touch th...
praise,2,2,"review_c47a8f0a85e514d042ad1889 :: Though TAT doesn't *need* more praise, my experience with them was simply so phenomenal that I have to give them yet another Excellent review. This is a top-notch company with some..."
praying,2,2,"review_1a2de9ecee33785795dd61b8 :: Although a premium price, the service was beyond anything you could imagine.  Booking was simple and easy.
On arrival, we were welcomed personally by Lindsay and offered coffee and..."
precious,2,2,review_02d9b6799d194eb3a407125d :: Just got back from Kauai - went on a 1 hour airplane tour over Kauai - very nice experience over the island of Kauai - pilot tells you the sites that you are going over; at the end...
precision,2,2,review_e0d4177111a512725ecee24d :: I have to share my experience this morning. I took my Very First Flight Ever a couple of hours ago and did it through RedTail Aviation in a 6 person plane. I was so nervous before ...
presentation,2,2,"review_25a5df0aa1c4c82bb9d30e47 :: This was a treat!  I've taken a helicopter tour, which was cool, but sometimes a little unnerving.  If you want a little more metal around your seat area, do this flight.  The ride..."
prince,2,2,"review_d579c7ce2ec144775d909031 :: My family and I booked a package tour with Friday Harbor Seaplanes and Western Prince Explorer Whale Watching. We all had a great and comfortable time on the flight, which felt saf..."
prison,2,2,review_d1877cbe215152ac174e2a1a :: Seaplane adventure provide a unique was of experiencing main of San Francisco's landmarks through planes. It provides knowledgable pilot and also if you are lucky enough to be only...
produced,2,2,"review_32b57cd5f038b7130108aefc :: Ellen, Bruce and Joshua are a great team and make their customers feel welcome and relaxed.  I had come to Kauai specifically to see the Na Pali coast by air (since i could no long..."
product,2,2,"review_1a2de9ecee33785795dd61b8 :: Although a premium price, the service was beyond anything you could imagine.  Booking was simple and easy.
On arrival, we were welcomed personally by Lindsay and offered coffee and..."
proximity,2,2,"review_5e9804f8e68bcba6171f1ff3 :: Wonderful time, easy to get to from SF or Marin. Family owned, responsible pilot AND a great time when you take the tour.
For people who LIVE in Marin, it gives you a whole new per..."
published,2,2,"review_9d3eaa0a88e516a0261e52f8 :: We had originally thought about doing a helicopter trip of the Canyon, but several people who'd visited suggested the airplane tour was better. We decided to go for it and weren't ..."
puffy,2,2,"review_7bbe5f17c5ccf78fd605ad3d :: From the front reception area to preparing for take off to our amazing pilot from the Arctic, this tour was astonishing. We were blessed with a beautiful sunny day with big white p..."
pull,2,2,"review_2d0d2b1a05b4f78e95745317 :: We flew up to Denali, and landed on a glacier. Luckily, we had a beautiful sunny day, and Denali was out of her clouds to see. The only real way to see Alaska is to fly over her. I..."
radar,2,2,"review_1f225670816335d77f852059 :: Kauai is our favorite island. There’s just something different about it. It has a different feel, a different vibe. Maybe it’s the chickens everywhere, or the cattle or the more ma..."
rafter,2,2,"review_0180711bcc1e4157afe5b416 :: We opted for a 45 minute flight in a Twin Otter Vistaliner to see more of the GC instead of going on the Skywalk.  It cost a little more but was sure worth it.  At check in, be pre..."
rainfall,2,2,"review_4a7f3da7f6659561289690b5 :: Although we had to re-schedule our original reservation because of constant rainfall after having driven an hour to the destination, we were accommodated with a different date and ..."
rainiest,2,2,review_2076c13b0e9f354309880209 :: A great flight that began with a great aircraft with  every passenger having a window view thru clear clean bubble windows. We were blessed with a perfectly clear day that the pilo...
ranked,2,2,review_8fa7003135aa7f912084a076 :: We loved our Base Camp Tour with a Glacier Landing $350.00 pp. Alex was our pilot and did a great job giving us views of Mt McKinley from all sides of the mountain. Landing on The ...
raving,2,2,review_1758d760d6f52438c4d85cce :: Bruce the pilot was great with our 2 nervous flyers.  He gave a great talk while we were flying and patiently answered any/all questions.  All of us were raving about the tour long...
reaching,2,2,review_bbb6ee8ba0cbc3b4a10ced21 :: The flightseeing tour we took of Mount McKinley was absolutely amazing.  While it was cold (March 2012) the views were well worth the minor discomfort.  My wife is normally nervous...
reality,2,2,review_23a113d11dbade10f436d4ed :: I specifically booked on K2 for their reviews. Flew 7+hrs from houston to anchorage and this was supposed to be my highlight for my trip. i was booked with K2 for sat 9/3 for a tou...
recomment,2,2,"review_a411dcbbd240b16f9e91d21b :: We had an amazing day with Westwind Air Services.  We loved Phoenix, found it quiet and peaceful and also clean.
We were collected from our hotel and the day was wonderful from tha..."
referring,2,2,"review_95bc2c8f514c7369ecb0bc7e :: I was blessed to be able to send my husband, and my boys, on a flight that they never would have treated themselves to. The pilot arrived on time, let me snap some pictures, and an..."
refreshing,2,2,review_8343a9e5e6828bbdfdd832af :: We are 'local' (Anchorage) and had scheduled a trip on Saturday. Friday's trip to Talkeetna was beautiful....Denali visible from our home all the way to Talkeetna. Sarah worked wit...
remaining,2,2,review_dcf6ae72be94429a425b9bdc :: We booked tour months ago for our first Alaskan  Cruise.  Had been told seaplane tour was incredible and not to be missed.  We arrived dockside at meeting place. Had to wait 15 min...
reminder,2,2,"review_642bbafb1e1acaeb7b792de8 :: Booked the flight and luau package on the phone (super easy to book), and got a reminder email and phone call the day before the flight. Location is easy to find (right after LIH m..."
ren,2,2,"review_9b2fda157fb3ffa938e4960d :: Best Birthday Flight!    So happy I decided to celebrate my Birthday with Aero Adventures!  Thank you Marylee, Anna, John and Ren for making the day so special.   Nothing can compa..."
renato,2,1,review_8678dee25fbfab5972749a89 :: This was so much better than I had expected.  From booking the flight to the actual experience.  Everyone was so friendly and helpful!  Mary Lee welcomed us as if we were family.  ...
rented,2,2,review_67104453039ec9450c78910f :: I rented 2 helicopters for my family of 5. This is the only helicopter touring company in Kauai that I know offers window/door seat for every passengers. Most helicopter tours offe...
repeating,2,2,"review_c4a4f73eff8a9f58614b2dc8 :: WOW, WOW, WOW, WOW... the phrase I kept repeating as one beautiful view after another unfolded!  Our Wings Over Kauai Air tour was just amazing!  Dori and John were soo friendly an..."
replacement,2,2,review_6b31ac4e213443c42ae16a95 :: Quality and affordable. It was more than we expected. FYI: the crawl into the plane may be difficult for anyone when bad joints. Mom just had a hip replacement and it was a little ...
require,2,2,"review_f3b2c22f8292b4045b6b7d5d :: We tried to arrange a glacier landing while we were visiting Haily but the weather prevented us from flying there.  So on our way back to Anchorage, we stopped by Talkeetna Air Tax..."
requirement,2,2,"review_084acea0cb7d3d6be4f0a2f2 :: Excellently organised, from pick up, tour and drop off. Booked afternoon Delux tour 1055-2000! Pick up via bus to Bolder airport (30 mins), flight over Hoover Dam and west Rim (I t..."
rerouted,2,2,review_366a0217246d209bb9329b77 :: How do you describe something that takes your words away and leaves you speechless?  This was meant to be a Floatplane and Alaskan Bear excursion.  We definitely saw the floatplane...
resolved,2,2,review_4d1906d07d300220c13d177a :: This something everyone should do when coming to Alaska. You won’t find a better view of the Denali mountain range. I had initially booked k2 for the wrong dates they quickly and e...
resulted,2,2,"review_3eefe1df4d24afe8065ffe29 :: Very friendly, accommodating staff!     Cloud cover was sketchy (can't control the weather) so they gave us options to fly, reschedule, or cancel for refund.  We are glad we chose ..."
reward,2,2,"review_5b4548ff6d11352fdb4e05f4 :: Great trip. Skillful pilot, gave lots of commentary. Showed us base camp and 11 000ft camp. The stillness of the glacier was only broken by the sound of an avalanche. Spectacular t..."
