word,canonical_lemma,chinese_translation,emotion_category,frequency_21215,review_count_21215,example_context,in_nrc,in_vader
eager,eager,热切的 / 渴望的,Unclassified,27,26,review_06caecdf5a513798162d0ef3 :: The flight over the Grand Canyon is one of the most amazing things I have ever done and it something that I will remember for a very long time. It is ABSOLUTLEY BRILLIANT and I wou...,True,True
comforting,comforting,令人感到安慰抚慰的,Comfort / Relief,27,27,"review_64d4aeae43def032de0e0731 :: If you’re in Maui, actually if you’re in Hawaii at all, you MUST book a plane tour with Maui Plane Rides. This was DEFINITELY the highlight of our trip. Our pilot was the best. He ...",False,True
bang,bang,物超所值（bang for buck）,Unclassified,26,26,"review_780cf18fdb4344b621f69643 :: The views were amazing!! Our pilot, Josh, was super nice, and pointed out things of interest, and did his very best to give us bang for our buck!!  We were able to catch a peak at ...",True,False
basic,basic,基础的 / 简陋的,Unclassified,26,24,review_9cc699fcb8b3d3fab878cc9f :: I'm conflicted as to how to review Westwind as we had two different planes for our group of 16 family and friends (ages ranging from 25 - 60) who had completely different experienc...,False,False
cramped,cramped,拥挤狭窄不适的,Unclassified,26,25,"review_9a34e794ea1f9d86dc7a645e :: We took a flight over Misty Fjords as a cruise ship excursion.  The scenery is incredibly beautiful. Our pilot was great, and his commentary over the headphones was very informativ...",True,False
hate,hate,憎恨 / 讨厌,Hate / Dislike,26,26,"review_58ba87f9326f017e0b3399ae :: I hate to write a review in the midst of COVID for a small business, but unfortunately due to our experience I’m writing this in hopes that nobody else has the same experience. We ...",True,True
mesmerizing,mesmerizing,令人目眩神迷为之倾倒的,Fascination / Awe,26,26,review_d16d06c5b7497022f2a36803 :: The flight was amazing. The views we saw from the flight were beautiful and mesmerizing. The pilot of our flight was really good and he made our ride really memorable....,False,False
upset,upset,感到沮丧难过的,Distress / Sadness,26,23,"review_1dc22965cb562ac33201ebe8 :: Ok so i read the bad reviews. I don't understand them.

I arrived in Talkeetna and everything was closed. Sitting in Denial Brew house i needed something to do because everything w...",True,True
bump,bump,颠簸不适的,Unclassified,25,24,"review_cf263acb50524ef0ab6e5aae :: My 10 year old nephew and I took a seaplane as part of an airfare / whale watching tour.  He hasn't stopped talking about it yet! It was our favorite part of the  vacation, and we ...",False,False
communicative,communicative,善于沟通的,Unclassified,25,25,"review_9686fa4029accd5ed79d9dad :: Today I flew with my friends, We had such a good time! The pilot was very friendly and a good tour guide especially if you’re  not familiar with the area. The pilot was super patie...",True,False
dangerous,dangerous,危险的,Unclassified,25,25,review_3a7cd518188bdcac1848c666 :: We originally booked the Denali Grand Tour with glacier landing but the weather was not cooperating. We rescheduled for a few days later on our way back through the area. Unfortuna...,True,True
ill,ill,生病的 / 恶心呕吐的,Unclassified,25,23,review_9cc699fcb8b3d3fab878cc9f :: I'm conflicted as to how to review Westwind as we had two different planes for our group of 16 family and friends (ages ranging from 25 - 60) who had completely different experienc...,True,True
laughing,laughing,欢声笑语 / 开心大笑,Unclassified,25,24,review_9b1acc3129e953141e227bf8 :: I am physically disabled and wanted to experience the Grand Canyon while vacationing in AZ. I highly recommend taking this tour. The tour was breathtaking and we got to see the Can...,True,True
inclement,inclement,恶劣的气候,Unclassified,24,24,"review_24594131f7462a720a5ecfb9 :: It was a once in a life time awesome surreal experience. Flying through the fog and clouds over glaciers!
 Only regret is that due to inclement weather we could not experience the ...",True,False
magnificence,magnificence,壮丽震撼感,Awe / Grandeur,24,24,"review_ab324eff306941e3251df22d :: Our Grand Canyon Signature Tour - South Rim with Hummer Ground Tour was an absolutely amazing experience, flying over the desert from Phoenix to the Grand Canyon, passing over Sedo...",True,True
impeccable,impeccable,无可挑剔的,Unclassified,23,23,review_96ced9bfb77a81fe0320b4ea :: Fantastic service on extremely well maintained planes. It is obvious this business is owner operated as the attention to detail is impeccable. Highly recommend!...,True,False
talkative,talkative,健谈热情的,Unclassified,23,23,"review_6993a2ad99a052b4ec824bb3 :: Great welcome in a superbly maintained office area. From the moment you come in to the landing you feel that safety is taken to  the upmost level. 

Everyone and every belonging ar...",False,False
horrible,horrible,极度糟糕可怕的,Unclassified,23,22,review_068f16e9ef0eaae251704aeb :: Horrible experience when the third party booking company doesn't communicate with the actual servicing company. And the policies of the booking company don't apply with the servici...,True,True
shining,shining,璀璨夺目的,Unclassified,22,22,"review_4a27422eeebe0186c4cf3dd3 :: Said the weather was bad when the sun was shining and helicopter rides were being conducted with no issues. First they delayed the flight, then made us wait an hour, and cancelled....",True,False
calmed,calmed,心情平静安稳下来的,Unclassified,22,22,review_5189912cd79ae29bc955719a :: What an awesome experience!  Eric calmed the fears of my daughter and sister; so they could really enjoy the experience.  My son had a blast learning to maneuver the plane in high ...,False,True
talented,talented,才华横溢精湛的,Unclassified,22,22,review_d0eb02bcf4aacd821e22ab8e :: Once again Shane and his pro quiver of talented pilots arranged reliable and scenic travel between Renton and Desolation Sound.  It always feels like travel with friends rather tha...,False,True
skeptical,skeptical,怀疑的 / 存疑的,Unclassified,22,22,review_9cc699fcb8b3d3fab878cc9f :: I'm conflicted as to how to review Westwind as we had two different planes for our group of 16 family and friends (ages ranging from 25 - 60) who had completely different experienc...,True,True
tough,tough,严苛倒霉的,Unclassified,22,22,"review_490c8ecf885f76429e319219 :: My Canyon Spirit  helicopter tour was part of a 2200 mile motor trip including Zion, Bryce, Monument Valley and Page.  The decision to view the Grand Canyon by air instead of hikin...",True,True
lasting,lasting,持久的 / 深刻的,Unclassified,22,22,"review_6e846f639212791cada686b4 :: Experienced a fantastic tour of the Misty Fjords.  Loved the Beaver aircraft!  Pilot Larry is a terrific pilot.  Good, trustworthy people at Taquan and a solid organization.  Thank...",False,False
fearful,fearful,恐惧的 / 担心的,Unclassified,22,22,review_637b0b43ea5380f9cc4b150c :: I had a great time on the flight. I was able to ride shotgun both ways since I was a solo traveler. Bryce was very knowledgeable about the area and was super sweet when I got air s...,True,True
favourite,favourite,最喜爱的,Unclassified,22,21,review_8ce1b875dd9d063943515a97 :: The flight was amazing and the best experience ever. My favourite was the pilot and the feeling of soaring in the sky. Amazing....,False,False
bummed,bummed,感到扫兴遗憾失落的,Unclassified,21,20,"review_5b9a0e422d7e3521a3582753 :: We really enjoyed our flight with Alaska Bush Float plane service. Although Denali was clouded in, the pilot still took us as close as he could. He narrated the whole time and poin...",False,False
mild,mild,轻微适度的（颠簸/舒适）,Unclassified,21,20,"review_1d277c51bf0d5a196569e070 :: Maui Plane Rides surpassed our expectations. From the moment our pilot met us at our vehicle, we were his top priority and felt taken care of. Despite the wind that's inevitable in...",False,False
refreshing,refreshing,令人神清气爽耳目一新的,Unclassified,21,21,review_d1337dcb66b3b015beca49b9 :: Thoroughly enjoyed this private plane ride(only one in Maui) with my family of 4. Saw all the 5 islands from a bird’s eye. Saw a whale as well. Our pilot was awesome and gave all t...,True,False
spoil,spoil,破坏 / 毁掉（好心情）,Unclassified,21,20,"review_40ac7f16562d804de9332875 :: Had a great flight and great pilot.   We flew over the Fjords and it was unreal. Except for an obnoxious passenger whose whole family got on the floats, not allowing me to. Then he...",True,False
surprises,surprise,惊喜 / 意料之外,Surprise,21,21,review_3af7d673ddd3268eb2f3b198 :: This is about as intimate of a personal tour by small plane you could ever find! Awe-inspiring views you can't see any other way but by air and some one-of-a-kind surprises you did...,False,True
unbeatable,unbeatable,无可比拟的 / 无敌的,Unclassified,21,20,"review_1eb4fa96ac83266866e6dc19 :: Maverick helicopters was a very professional organization and COVID friendly. I hate to fly, but enjoyed this tour so much. Unbeatable views of the Grand Canyon....",False,False
successful,successful,成功的 / 满意的,Unclassified,20,20,"review_0dd5ca5e1f676799c300d0f7 :: Molly, Elbert and Jason made the flight service of our Alaskan fly in hunt a wonderful experience, in and of itself! I'm from the southern part of the lower 48 and these folks at A...",True,True
mood,mood,心情 / 情绪,Unclassified,20,19,"review_70c5ee0ad9cdc4cdd91b41dc :: Outstanding experience!  Stephen was informative, thorough, meanwhile set the right mood all while piloting.  Highly recommend this!!...",False,False
spiritual,spiritual,精神神圣的,Unclassified,20,19,review_84a78a9d4bfb31d92af294ad :: I can't say enough positive things about this amazing experience. It was worth every penny and then some. Will(bur?) was an excellent pilot and a downright excellent human. He was ...,False,False
cheerful,cheerful,欢快愉悦的,Joy,20,20,review_043cd0741b54d8f2c4e00df8 :: The staff at K2 is cheerful and kind.  While we couldn't take the Denali trip we booked due to weather they were happy suggest an alternative flight which we all enjoyed.  Our pilo...,True,True
amusing,amusing,风趣风趣令人发笑的,Unclassified,20,20,"review_6cca481ca8cb7c7d18e4e7f0 :: We stumbled upon Maui Plane Rides while we were looking for helicopter tours. So glad we found them, such a great experience. Eric is very knowledgeable about Hawaii and is also qu...",True,True
