user_name,user_location,rating,rating_text,review_title,review_text,trip_type,helpful_votes,published_date,tour_name,has_photo
clw,California,5,Jul 2024 • Friends,Wonderful Tour!,"We had a wonderful experience with Wings Over Kauai. I've been traveling to Kauai for 40 years, and this was my first flight tour ever (I've never done a helicopter. I hate the noise they cause when I'm at the beach. . .). Our pilot, Marcus, was born and raised on Kauai. He was very kind and knowledgeable about the island. He also was diligent about ensuring both sides of the plane got to see many things. Also, out of Marcus's control but still epic, we saw 2 full circle rainbows. Yes, I cried. I will definitely schedule another tour when I come back in 2025 with my husband.",Friends,0,2024-07-05,Wings Over Kauai Air Tour,0
Pat O,"Camarillo, CA",5,Jun 2024 • Couples,Just wonderful trip.  only 4 people for my flight. Views were amazing and staff very kind and knowledgeable!,Wonderful way to see the island. Great experience! All window seats. Do yourself a favor and book it! You won’t be disappointed.,Couples,0,2024-06-19,Wings Over Kauai Air Tour,0
AwAAwAAA,California,5,Jun 2024 • Family,Lovely flight,"Great experience - a gorgeous way to see Kauai.  Highly recommend.

If you get car-sick or sea-sick, just take your usual precautions.",Family,0,2024-06-13,Wings Over Kauai Air Tour,0
kjbart12,,5,,Amazing Experience,What a fabulous way to see the gorgeous island of Kauai! Definitely was a highlight of our trip and highly recommend! Marcus was an excellent pilot and tour narrator!,Unknown,0,2024-05-28,Wings Over Kauai Air Tour,0
Daniel V,,5,May 2024 • Family,Once in a lifetime experience,"The pilot was great, he gave a very detailed explanation as he was flying for the landmarks. The whole experience was wonderful. The planes are better than the helicopters for people with motion sickness. Also the plane goes to more places than the helicopter. Overall, best experience ever. The whole team was amazing.",Family,0,2024-05-24,Wings Over Kauai Air Tour,0
Norbert O,,5,May 2024 • Friends,Unique experience!,"Thank you for this amazing tour - it was one of the most beautiful experiences in my life! In German:
It was an unbelievably great experience, an incomparably beautiful tour that I would definitely recommend and would happily repeat.",Friends,0,2024-05-15,Wings Over Kauai Air Tour,0
jlfromop,"Overland Park, KS",5,May 2024 • Couples,Perfect Kauai views from the air!,The views were amazing and the pilot provided great color commentary during the flight.  The aircraft had perfect window views for all passengers and the pilot made sure everyone had a chance to see all of the sites.,Couples,0,2024-05-09,Wings Over Kauai Air Tour,1
Jef Fincher,"Clayton, GA",5,Apr 2024 • Couples,Taking in all of Kauai's natural Beauty,"I  highly recommend this excursion. Our pilot Marcus is a veteran pilot who moved his family to Hawaii 13 years ago, forgoing an airline career to be able to be with his family. As pictured, the aircraft a GA8 Airvan is well suited for seeing the majestic features of Kauai. There is not a bad seat on the 6 place plane and the flight is routed to allow both sides of the plane wonderful views. We opted for the airplane over the helicopter, as the plane was more economical and a safer option to see Kauai. A video of your flight can be purchased for $50 and is a great way to remember your time in paradise. Our experience booking through TripAdvisor was seamless and easy. The cancellation policy made it easy for a change of plans outside the 24 hour cancellation window. If traveling to Kauai, I recommend booking early. They fill up the seats on plane days in advance. May Lono, the Hawaiian God associated with fertility, agriculture, rainfall, music and peace grant you a beautiful day for flying.",Couples,0,2024-05-08,Wings Over Kauai Air Tour,1
jade k,"Eastbourne, UK",5,Apr 2024 • Family,Excellent experience.,"Excellent flight, pilot was lovely and told us lots about the island and the sights. Came with my mum as something to celebrate her birthday and as a day trip when our cruise ship was in port. 10min Uber from port. Would highly recommend.",Family,0,2024-05-01,Wings Over Kauai Air Tour,1
DavidP,"Vancouver, WA",5,Apr 2024 • Solo,Exactly the tour I wanted,"Exactly the tour I wanted - as a solo traveler got to sit in the right-hand seat with two other couples behind us - after departing the airport you do a (general) clockwise circle around the island affording plenty of opportunities to see Kipu Kai (the beach from the film ""Six Days and Seven Nights""),  the Jurassic Park waterfall & Hanapepe Valley, Wiamea Canyon & the Na Pali Coastline, and Hanalei Bay. Our pilot was very competent and very knowledgeable - turning the aircraft to allow views of everything regardless of the side of the plane where you're seating. Highly recommended.",Solo,0,2024-04-29,Wings Over Kauai Air Tour,1
Brian C,"Rochester, NY",5,,Great time,"The experience was breathtaking and the pilot was great explaining the makeup of the island. Would highly recommend anyone considering this or a helicopter tour, should definitely book the plane ride.",Unknown,0,2024-04-27,Wings Over Kauai Air Tour,0
Deb W,"Nova Scotia, Canada",5,Apr 2024 • Couples,"Simply the best, most memorable hour of our entire trip to Hawai'i.  We enthusiastically recommend Wings Over Kauai !","Our Wings Over Kauai Deluxe Sightseeing Flight was - without any doubt - the best and most memorable of all the excursions we did in Hawai'i.  Our pilot, Marcus, was exceptionally competent and provided interesting narration, telling us about what we were seeing.  He made sure that he flew by or around areas of particular interest so that passengers on both sides of the small plane could get the very best views.  There are no bad seats on this flight!  Everyone had a big window and a quality headset that provided clear two-way communications.  It was much quieter than a helicopter ride and apparently uses only half the fuel of a helicopter flight of similar duration.  We were so amazed by what we saw that we said ""WOW!"" over and over again and took soooo many photos!  After the flight we bought the video that Marcus made of our flight using footage from the cameras underneath the wings of the plane.  We are so glad we did.  The quality of the video is excellent and includes the narration that we heard on our flight.  We cannot say enough good things about Marcus and this excellent sightseeing flight!  Thank you, Marcus!",Couples,0,2024-04-21,Wings Over Kauai Air Tour,1
GoNC77,"Belmont, NC",5,,Spectacular Flight!!,We were 2 couples traveling on the Pride of America. Pilot Marcus took us on a spectacular flight over Kauai. It was a highlight of our cruise. His commentary was very interesting and the flight itself was smooth - important for someone like me who is prone to air sickness. Everything from first contact to landing was seamless and perfect. The plane affords great viewing for everyone regardless of where you sit. These people are pros. Do not hesitate a moment to book.,Unknown,0,2024-04-20,Wings Over Kauai Air Tour,0
Sumeet,"San Francisco, CA",5,,Must do in Kauai,Amazing views! The pilot does a great job talking about the views in detail. And both sides get the views ( they turn around so everyone can enjoy). Will absolutely recommend.,Unknown,0,2024-04-10,Wings Over Kauai Air Tour,0
Gary L,"Burlington Flats, NY",5,,Sweet,Rate it right up there with the helicopter tour..each having their own unique features..loved it..saw more of the island for sure,Unknown,0,2024-04-02,Wings Over Kauai Air Tour,1
Ftrusz,"Paris, France",5,Mar 2024 • Couples,Amazing !,"We did hesitate a long time to know if an overview flight of Kauai was worth it or no. We finally booked with “wings over Kauai” and we are glad we did. On this season your options to have a glimpse of the amazing Napali coast are limited, and it is really worth it to see it, after you’ve come so close. 

Besides the price difference between a helicopter ride and the airplane one I really suggest the airplane although you do not have the “wahoo impression of the helicopter” because :

- You are sure to have a window seat
- the amazing views you’ll have require more distance than upclose 

We did choose the Cessna tour as we were two. Our experience was great from the welcome desk to the landing. We really got an overview of the whole Kauai island with beautiful scenery. Our pilot, Brooke gave us a very smooth ride and useful information while flying over the island. She was great. 

Because many places of the island cannot be seen from the ground Kauai really deserves to be seen from the sky. Wings over Kauai is really a very good option (the best ?) to reach that goal.

Mahalo for the experience and the amazing views.",Couples,0,2024-03-25,Wings Over Kauai Air Tour,0
Sharon P,,5,Mar 2024 • Family,Just do it!,Matt was awesome!. He took extra time to circle a group of whales so we could see them from all angles.  Napali Coast was spectacular!,Family,0,2024-03-23,Wings Over Kauai Air Tour,0
Louise C,"San Antonio, TX",5,Mar 2024 • Couples,Wings Over Kauai,Our pilot was Marcus who was an excellent tour guide.  We took so many beautiful photos of Kauai and learned some of its history.This was my first time in a small plane and I loved it.,Couples,0,2024-03-19,Wings Over Kauai Air Tour,1
Cheryl P,,5,Mar 2024 • Family,Breathtaking views of Kauai,Amazing Tour and perfect way to see the entire Island. Marcus was a wonderful pilot and we felt safe the entire time. Seeing Kauai from the sky is breathtaking. And Wings over Kauai did not disappoint. The six passenger plane has a window seat for everyone on board. Highly recommend.,Family,0,2024-03-18,Wings Over Kauai Air Tour,0
Lynne G,"Vancouver, WA",5,Mar 2024 • Couples,Excellent Tour of Kauai,Wonderful flight! Mark was great and gave us lots of fun information about the area. We went almost all the way around the island and even saw some whales!! Worth every penny!!!,Couples,0,2024-03-15,Wings Over Kauai Air Tour,1
rick1060,"Lake Jackson, TX",5,,Fantastic,"The 4 of us did the private tour.
The tour was fantastic. Everything about Wings over Kauai was fantastic. Great communication, check in procedure and instructions for the flight were great.
Nicholas and Captain Matt were outstanding. We had a great time and would definitely use them again.",Unknown,0,2024-03-10,Wings Over Kauai Air Tour,1
Dave Simon,,5,Mar 2024 • Couples,Enjoy,"Simply put outstanding!  Captain Marcus was awesome with the tour over 
the island and highly knowledgeable with locations and history.   This is a 
must see and do.   Many thanks.",Couples,0,2024-03-08,Wings Over Kauai Air Tour,0
TravelFan007,"Acworth, GA",5,Feb 2024 • Couples,Absolutely amazing tour!,"Definitely the best value of our Hawaii vacation. Marcus was amazing. If you are debating on this one, book it. You will not be sorry. Much less than helicopter and I think you see much more. Full one hour tour in the AirVan. Everyone can see through large window. My wife usually doesn't like small planes but she was mesmerized the entire time! Don't think about it, just do it!",Couples,0,2024-03-04,Wings Over Kauai Air Tour,0
